Story World (old),Story World,Sub Story World,Grade,Subject,Unit,Chapter,Topic,Topic_ID,Concept,concept_code,CooboTitles,Experiments,Feature,Ideation,Assigned to,Scriptwriting,MediaFile,Production,LengthofCoboo,test,Stage
17330,,,11,Chemistry,Physical Chemistry,Equilibrium,Solubility Equilibria of Sparingly Soluble Salts,kglm3458,Solubility Product,KG18536,Solubility Product,,,,,3,4,4,3,5,3
17332,,,11,Chemistry,Physical Chemistry,Equilibrium,Solubility Equilibria of Sparingly Soluble Salts,kglm3458,Ionic Product of an Electrolyte,KG18538,,,,,,4,0,0,0,4,3
17333,,,11,Chemistry,Physical Chemistry,Equilibrium,Solubility Equilibria of Sparingly Soluble Salts,kglm3458,Different Expressions of Solubility Product,KG18539,Solubility Product,,,,,3,2,0,0,9,3
17334,,,11,Chemistry,Physical Chemistry,Equilibrium,Solubility Equilibria of Sparingly Soluble Salts,kglm3458,Criteria for Precipitation,KG18540,Solubility Product,,,,,1,3,4,0,9,4
17335,,,11,Chemistry,Physical Chemistry,Equilibrium,Solubility Equilibria of Sparingly Soluble Salts,kglm3458,Relation between Solubility and Solubility Product,KG18541,,,,,,0,0,0,0,5,4
17337,,,11,Chemistry,Physical Chemistry,Equilibrium,Solubility Equilibria of Sparingly Soluble Salts,kglm3458,Applications of Solubility Product,KG18543,Solubility Product,,,,,2,4,2,2,5,4
17338,,,11,Chemistry,Physical Chemistry,Equilibrium,Solubility Equilibria of Sparingly Soluble Salts,kglm3458,Purification of Common Salt,KG18544,Applications of Solubility Product,,,,,0,0,0,0,7,3
17339,,,11,Chemistry,Physical Chemistry,Equilibrium,Solubility Equilibria of Sparingly Soluble Salts,kglm3458,Salting Out of Soaps,KG18545,,,,,,3,0,0,0,10,3
17346,,,11,Chemistry,Physical Chemistry,Equilibrium,"Acids, Bases and Salts",kglm3460,Acids and Bases,KG18552,Acids and Bases,,,,,1,1,1,2,7,3
17347,,,11,Chemistry,Physical Chemistry,Equilibrium,"Acids, Bases and Salts",kglm3460,Dielectric Constant of Water,KG18553,Physical Properties of Water,,,,,0,0,0,0,6,2
17348,,,11,Chemistry,Physical Chemistry,Equilibrium,"Acids, Bases and Salts",kglm3460,Dissociation of Bases in Water,KG18554,,,,,,0,0,0,0,6,2
17349,,,11,Chemistry,Physical Chemistry,Equilibrium,"Acids, Bases and Salts",kglm3460,Ionization of Acids in Water,KG18555,,,,,,2,1,3,4,6,4
17350,,,11,Chemistry,Physical Chemistry,Equilibrium,"Acids, Bases and Salts",kglm3460,Arrhenius Theory of Acid-base,KG18556,,,,,,3,0,0,0,10,3
17351,,,11,Chemistry,Physical Chemistry,Equilibrium,"Acids, Bases and Salts",kglm3460,Arrhenius Acids,KG18557,Arrhenius Concept,,,,,3,4,2,0,7,1
17352,,,11,Chemistry,Physical Chemistry,Equilibrium,"Acids, Bases and Salts",kglm3460,Arrhenius Bases,KG18558,Arrhenius Concept,,,,,1,3,4,4,6,3
17353,,,11,Chemistry,Physical Chemistry,Equilibrium,"Acids, Bases and Salts",kglm3460,Limitations of Arrhenius Theory,KG18559,Arrhenius Concept,,,,,4,2,3,2,9,3
17354,,,11,Chemistry,Physical Chemistry,Equilibrium,"Acids, Bases and Salts",kglm3460,Bronsted-Lowry Concept of Acid-base,KG18560,,,,,,1,1,4,1,7,3
17355,,,11,Chemistry,Physical Chemistry,Equilibrium,"Acids, Bases and Salts",kglm3460,Bronsted-Lowry Acids,KG18561,Bronsted-Lowry Concept,,,,,3,1,0,0,9,3
17356,,,11,Chemistry,Physical Chemistry,Equilibrium,"Acids, Bases and Salts",kglm3460,Bronsted-Lowry Bases,KG18562,Bronsted-Lowry Concept,,,,,3,2,1,1,8,3
17357,,,11,Chemistry,Physical Chemistry,Equilibrium,"Acids, Bases and Salts",kglm3460,Conjugate Acid-base Pairs,KG18563,,,,,,3,2,3,4,5,1
17358,,,11,Chemistry,Physical Chemistry,Equilibrium,"Acids, Bases and Salts",kglm3460,Conjugate Acids,KG18564,,,,,,4,2,2,3,8,1
17359,,,11,Chemistry,Physical Chemistry,Equilibrium,"Acids, Bases and Salts",kglm3460,Conjugate Bases,KG18565,,,,,,1,2,2,3,8,3
17360,,,11,Chemistry,Physical Chemistry,Equilibrium,"Acids, Bases and Salts",kglm3460,Amphoteric Nature of Water,KG18566,Chemical Properties of Water,,,,,3,3,1,0,5,3
17361,,,11,Chemistry,Physical Chemistry,Equilibrium,"Acids, Bases and Salts",kglm3460,Strengths of Acids and Bases,KG18567,,,,,,1,4,3,3,9,3
17371,,,11,Chemistry,Physical Chemistry,Equilibrium,"Acids, Bases and Salts",kglm3460,Limitations of Bronsted-Lowry Theory,KG18577,Periodic Variations,,,,,3,2,3,0,5,4
17372,,,11,Chemistry,Physical Chemistry,Equilibrium,"Acids, Bases and Salts",kglm3460,Lewis Concept of Acid-base,KG18578,,,,,,2,4,2,4,8,4
17373,,,11,Chemistry,Physical Chemistry,Equilibrium,"Acids, Bases and Salts",kglm3460,Lewis Acids,KG18579,,,,,,1,4,3,1,7,4
17374,,,11,Chemistry,Physical Chemistry,Equilibrium,"Acids, Bases and Salts",kglm3460,Lewis Bases,KG18580,,,,,,1,1,3,0,4,2
17378,,,11,Chemistry,Physical Chemistry,Equilibrium,"Acids, Bases and Salts",kglm3460,Ionization of Acids and Bases,KG18584,,,,,,3,3,1,2,4,2
17379,,,11,Chemistry,Physical Chemistry,Equilibrium,Ionization of Acids and Bases,kglm3456,Relative Strengths of Acids and Bases,KG18585,,,,,,1,0,0,0,9,2
17380,,,11,Chemistry,Physical Chemistry,Equilibrium,"Acids, Bases and Salts",kglm3460,Strength of Acids,KG18586,,,,,,0,0,0,0,4,2
17381,,,11,Chemistry,Physical Chemistry,Equilibrium,"Acids, Bases and Salts",kglm3460,Strength of Bases,KG18587,,,,,,2,4,2,2,8,2
17384,,,11,Chemistry,Physical Chemistry,Equilibrium,Ionization of Acids and Bases,kglm3456,Ionization of Weak Acids,KG18590,,,,,,4,1,1,3,5,2
17385,,,11,Chemistry,Physical Chemistry,Equilibrium,Ionization of Acids and Bases,kglm3456,Steps for Calculating pH of Weak Acids,KG18591,,,,,,0,0,0,0,4,0
17386,,,11,Chemistry,Physical Chemistry,Equilibrium,Ionization of Acids and Bases,kglm3456,Ionization of Weak Bases,KG18592,,,,,,3,1,4,3,9,0
17387,,,11,Chemistry,Physical Chemistry,Equilibrium,Ionization of Acids and Bases,kglm3456,Base Dissociation Constant,KG18593,,,,,,4,3,3,4,7,1
17388,,,11,Chemistry,Physical Chemistry,Equilibrium,Ionization of Acids and Bases,kglm3456,Relation between Acid and Base Dissociation Constants,KG18594,,,,,,4,4,3,0,9,2
17389,,,11,Chemistry,Physical Chemistry,Equilibrium,Ionization of Acids and Bases,kglm3456,Characteristics of Equilibrium Constant,KG18595,Equilibrium Constant,,,,,2,4,4,3,6,2
17390,,,11,Chemistry,Physical Chemistry,Equilibrium,Ionization of Acids and Bases,kglm3456,Successive Ionization of Dibasic and Polybasic Acids,KG18596,,,,,,1,2,3,3,10,4
17391,,,11,Chemistry,Physical Chemistry,Equilibrium,Ionization of Acids and Bases,kglm3456,Successive Dissociation of Diacidic and Polyacidic Bases,KG18597,,,,,,0,0,0,0,4,4
17392,,,11,Chemistry,Physical Chemistry,Equilibrium,"Acids, Bases and Salts",kglm3460,Acid-base Neutralisation Reactions: Salts Formation,KG18598,,,,,,1,1,3,2,8,4
17393,,,11,Chemistry,Physical Chemistry,Equilibrium,"Acids, Bases and Salts",kglm3460,Types of Salts,KG18599,Types of Equivalent Neutralization,,,,,2,4,4,3,8,0
17394,,,11,Chemistry,Physical Chemistry,Equilibrium,"Acids, Bases and Salts",kglm3460,Simple Salts,KG18600,,,,,,3,0,0,0,8,0
17395,,,11,Chemistry,Physical Chemistry,Equilibrium,"Acids, Bases and Salts",kglm3460,Acid Salts,KG18601,Types of Salts,,,,,1,3,3,0,5,0
17396,,,11,Chemistry,Physical Chemistry,Equilibrium,"Acids, Bases and Salts",kglm3460,Basic Salts,KG18602,Types of Salts,,,,,0,0,0,0,10,0
17402,,,11,Chemistry,Physical Chemistry,Equilibrium,Ionic Product of Water,kglm3462,Ionic Product of Water,KG18608,Ionic Product of Water,,,,,0,0,0,0,7,4
17403,,,11,Chemistry,Physical Chemistry,Equilibrium,Ionic Product of Water,kglm3462,Expression for Ionic Product of Water (Kw),KG18609,,,,,,3,0,0,0,7,4
17404,,,11,Chemistry,Physical Chemistry,Equilibrium,Ionic Product of Water,kglm3462,Effect of Temperature on Ionic Product of Water (Kw),KG18610,,,,,,1,2,1,0,9,2
17405,,,11,Chemistry,Physical Chemistry,Equilibrium,Ionic Product of Water,kglm3462,Effect of Addition of an Acid on Ionic Product of Water (Kw),KG18611,,,,,,2,3,0,0,5,2
17406,,,11,Chemistry,Physical Chemistry,Equilibrium,Ionic Product of Water,kglm3462,Effect of Addition of a Base on Ionic Product of Water (Kw),KG18612,,,,,,3,3,0,0,9,3
17407,,,11,Chemistry,Physical Chemistry,Equilibrium,Ionic Product of Water,kglm3462,Concentrations of H+ and OH- in Neutral Solutions,KG18613,,,,,,2,4,4,1,6,3
17408,,,11,Chemistry,Physical Chemistry,Equilibrium,Ionic Product of Water,kglm3462,Concentrations of H+ and OH- in Acidic Solutions,KG18614,,,,,,0,0,0,0,7,3
17409,,,11,Chemistry,Physical Chemistry,Equilibrium,Ionic Product of Water,kglm3462,Concentrations of H+ and OH- in Alkaline Solutions,KG18615,,,,,,2,4,4,1,7,3
17410,,,11,Chemistry,Physical Chemistry,Equilibrium,pH Scale,kglm3464,pH Scale,KG18616,pH Scale,,,,,3,2,0,0,9,2
17411,,,11,Chemistry,Physical Chemistry,Equilibrium,pH Scale,kglm3464,Expression for pH,KG18617,pH Scale,,,,,0,0,0,0,5,2
17412,,,11,Chemistry,Physical Chemistry,Equilibrium,pH Scale,kglm3464,Expression for pOH,KG18618,pH Scale,,,,,0,0,0,0,9,2
17413,,,11,Chemistry,Physical Chemistry,Equilibrium,pH Scale,kglm3464,Relation between pH and pOH,KG18619,pH Scale,,,,,3,4,4,3,6,2
17414,,,11,Chemistry,Physical Chemistry,Equilibrium,pH Scale,kglm3464,Calibration of pH Scale,KG18620,pH Scale,,,,,0,0,0,0,7,2
17415,,,11,Chemistry,Physical Chemistry,Equilibrium,pH Scale,kglm3464,pH Values of Common Substances,KG18621,,,,,,0,0,0,0,10,2
17418,,,11,Chemistry,Physical Chemistry,Equilibrium,pH Scale,kglm3464,Derivation of pOH Expression for Weak Bases,KG18624,,,,,,0,0,0,0,9,2
17422,,,11,Chemistry,Physical Chemistry,Equilibrium,Buffer Solutions,kglm3466,Buffer Solutions,KG18628,Buffer Solutions,,,,,4,3,3,4,9,2
17423,,,11,Chemistry,Physical Chemistry,Equilibrium,Buffer Solutions,kglm3466,Need of Constant pH Solutions,KG18629,Buffer Solutions,,,,,0,0,0,0,10,1
17426,,,11,Chemistry,Physical Chemistry,Equilibrium,Buffer Solutions,kglm3466,General Characteristics of Buffer Solutions,KG18632,Buffer Solutions,,,,,3,2,2,3,5,3
17428,,,11,Chemistry,Physical Chemistry,Equilibrium,Buffer Solutions,kglm3466,Working of Acidic Buffers,KG18634,,,,,,1,4,3,2,8,0
17429,,,11,Chemistry,Physical Chemistry,Equilibrium,Buffer Solutions,kglm3466,Working of Basic Buffers,KG18635,,,,,,4,2,2,4,9,4
17430,,,11,Chemistry,Physical Chemistry,Equilibrium,Buffer Solutions,kglm3466,Henderson-Hasselbalch's Equation,KG18636,,,,,,0,0,0,0,6,4
17431,,,11,Chemistry,Physical Chemistry,Equilibrium,Buffer Solutions,kglm3466,Derivation of an Expression for an Acidic Buffer,KG18637,,,,,,0,0,0,0,9,4
17432,,,11,Chemistry,Physical Chemistry,Equilibrium,Buffer Solutions,kglm3466,Derivation of an Expression for a Basic Buffer,KG18638,,,,,,0,0,0,0,4,1
17433,,,11,Chemistry,Physical Chemistry,Equilibrium,Buffer Solutions,kglm3466,Buffer Capacity,KG18639,Henderson's Equation,,,,,3,0,0,0,5,0
17435,,,11,Chemistry,Physical Chemistry,Equilibrium,Hydrolysis of Salts and pH of their Solutions,kglm3468,Salt Hydrolysis,KG18641,Salt Hydrolysis,,,,,1,1,1,2,9,0
17436,,,11,Chemistry,Physical Chemistry,Equilibrium,Hydrolysis of Salts and pH of their Solutions,kglm3468,Salt Hydrolysis Constant,KG18642,,,,,,0,0,0,0,6,0
17437,,,11,Chemistry,Physical Chemistry,Equilibrium,Hydrolysis of Salts and pH of their Solutions,kglm3468,Derivation of pH for Hydrolysis of a Salt of a Strong Acid with a Weak Base,KG18643,,,,,,2,2,0,0,5,0
17440,,,11,Chemistry,Physical Chemistry,Equilibrium,Hydrolysis of Salts and pH of their Solutions,kglm3468,Degree of Hydrolysis,KG18646,Salt Hydrolysis,,,,,0,0,0,0,9,0
17441,,,11,Chemistry,Physical Chemistry,Equilibrium,Hydrolysis of Salts and pH of their Solutions,kglm3468,Relation between Salt Hydrolysis Constant and Degree of Hydrolysis,KG18647,,,,,,3,4,3,0,5,0
17442,,,11,Chemistry,Physical Chemistry,Equilibrium,Hydrolysis of Salts and pH of their Solutions,kglm3468,Hydrolysis of Different Types of Salts,KG18648,,,,,,3,4,1,1,9,2
17443,,,11,Chemistry,Physical Chemistry,Equilibrium,Hydrolysis of Salts and pH of their Solutions,kglm3468,Hydrolysis of a Salt of a Strong Acid with a Weak Base,KG18649,,,,,,0,0,0,0,5,2
17444,,,11,Chemistry,Physical Chemistry,Equilibrium,Hydrolysis of Salts and pH of their Solutions,kglm3468,Hydrolysis of a Salt of a Weak Acid with a Strong Base,KG18650,,,,,,0,0,0,0,6,0
17445,,,11,Chemistry,Physical Chemistry,Equilibrium,Hydrolysis of Salts and pH of their Solutions,kglm3468,Hydrolysis of a Salt of a Weak Acid and a Weak Base,KG18651,,,,,,4,3,4,4,10,0
17446,,,11,Chemistry,Physical Chemistry,Equilibrium,Hydrolysis of Salts and pH of their Solutions,kglm3468,No Hydrolysis of Salts of Strong Acids with Strong Bases,KG18652,,,,,,0,0,0,0,8,0
17450,,,11,Chemistry,Physical Chemistry,Equilibrium,Solubility Equilibria of Sparingly Soluble Salts,kglm3458,Solubility Equilibria of Sparingly Soluble Salts,KG18656,,,,,,0,0,0,0,8,0
17451,,,11,Chemistry,Physical Chemistry,Equilibrium,Solubility Equilibria of Sparingly Soluble Salts,kglm3458,Insoluble Salts,KG18657,,,,,,3,3,0,0,5,0
17452,,,11,Chemistry,Physical Chemistry,Equilibrium,Solubility Equilibria of Sparingly Soluble Salts,kglm3458,Conditions for Solubility,KG18658,,,,,,1,4,0,0,8,2
17453,,,11,Chemistry,Physical Chemistry,Equilibrium,Solubility Equilibria of Sparingly Soluble Salts,kglm3458,Common Ion Effect on Solubility Product of Ionic Salts,KG18659,,,,,,0,0,0,0,8,2
19474,,,11,Chemistry,Inorganic Chemistry,The p-Block Elements,Group 13 Elements: The Boron Family,kglm3193,Reaction of Group 13 Elements with Water,KG20680,,,,,,4,2,0,0,10,2
5809,,,11,Mathematics,Algebra,Probability,Random Experiments,kglm954,Probability,KG13574,Probability,,,,,1,1,0,0,6,0
5810,,,11,Mathematics,Algebra,Probability,Random Experiments,kglm954,Terms Used in Probability Rules,KG13575,,,,,,4,1,1,2,10,0
5811,,,11,Mathematics,Algebra,Probability,Random Experiments,kglm954,Random Experiment,KG13576,Probability of an Event,,,,,3,3,4,2,9,0
5812,,,11,Mathematics,Algebra,Probability,Random Experiments,kglm954,Outcomes of a Random Experiment,KG13577,,,,,,1,4,2,2,4,0
5813,,,11,Mathematics,Algebra,Probability,Random Experiments,kglm954,Sample Space of a Random Experiment,KG13578,,,,,,1,4,3,1,5,1
5814,,,11,Mathematics,Algebra,Probability,Random Experiments,kglm954,Tree Diagram of Outcomes,KG13579,,,,,,4,0,0,0,9,0
5815,,,11,Mathematics,Algebra,Probability,Events,kglm956,Events in a Random Experiment,KG13580,,,,,,1,0,0,0,10,0
5816,,,11,Mathematics,Algebra,Probability,Events,kglm956,Types of Events in Probability,KG13581,,,,,,1,0,0,0,4,0
5817,,,11,Mathematics,Algebra,Probability,Events,kglm956,Simple Event,KG13582,,,,,,2,3,1,2,5,0
5818,,,11,Mathematics,Algebra,Probability,Events,kglm956,Compound Event,KG13583,,,,,,3,4,1,3,8,2
5819,,,11,Mathematics,Algebra,Probability,Events,kglm956,Algebra of Events,KG13584,,,,,,3,2,2,3,5,2
5820,,,11,Mathematics,Algebra,Probability,Events,kglm956,Complement of an Event,KG13585,,,,,,0,0,0,0,10,2
5821,,,11,Mathematics,Algebra,Probability,Events,kglm956,Equally Likely Events,KG13586,,,,,,1,3,2,2,6,2
5822,,,11,Mathematics,Algebra,Probability,Events,kglm956,Mutually Exclusive Events,KG13587,,,,,,1,2,2,1,10,2
5823,,,11,Mathematics,Algebra,Probability,Events,kglm956,Exhaustive System of Events,KG13588,,,,,,1,2,4,0,10,3
5824,,,11,Mathematics,Algebra,Probability,Axiomatic Approach to Probability,kglm958,Classic Definition of Probability,KG13589,,,,,,0,0,0,0,6,4
5826,,,11,Mathematics,Algebra,Probability,Axiomatic Approach to Probability,kglm958,Axiomatic Approach of Probability,KG13591,,,,,,3,4,3,0,8,4
5829,,,11,Mathematics,Algebra,Probability,Axiomatic Approach to Probability,kglm958,Algebra of Probability,KG13594,Algebra of Probability,,,,,0,0,0,0,9,4
5830,,,11,Mathematics,Algebra,Probability,Axiomatic Approach to Probability,kglm958,Complement Rule of Probability,KG13595,,,,,,4,4,1,4,7,4
5831,,,11,Mathematics,Algebra,Probability,Axiomatic Approach to Probability,kglm958,Addition Theorem of Probability,KG13596,,,,,,2,0,0,0,6,1
5832,,,11,Mathematics,Algebra,Probability,Axiomatic Approach to Probability,kglm958,Addition Theorem of Probability for Mutually Exclusive Events,KG13597,,,,,,0,0,0,0,9,1
5833,,,11,Mathematics,Algebra,Probability,Axiomatic Approach to Probability,kglm958,Probability of Occurrence of Exactly One Event a or B,KG13598,,,,,,3,1,2,0,9,1
5834,,,11,Mathematics,Algebra,Probability,Axiomatic Approach to Probability,kglm958,Addition Theorem of Probability for Three Events,KG13599,,,,,,3,4,0,0,6,1
5838,,,11,Mathematics,Algebra,Probability,Axiomatic Approach to Probability,kglm958,Probability of Occurrence of Event A But Not B,KG13603,,,,,,1,2,3,1,6,1
5839,,,11,Mathematics,Algebra,Probability,Conditional Probability and Multiplication Theorem,kglm960,Conditional Probability,KG13604,,,,,,3,0,0,0,9,4
5840,,,11,Mathematics,Algebra,Probability,Conditional Probability and Multiplication Theorem,kglm960,Properties of Conditional Probability,KG13605,,,,,,2,2,0,0,6,4
5841,,,11,Mathematics,Algebra,Probability,Conditional Probability and Multiplication Theorem,kglm960,Multiplication Rule of Probability,KG13606,,,,,,4,3,3,1,9,4
5842,,,11,Mathematics,Algebra,Probability,Independent Events,kglm962,Independent and Dependent Events,KG13607,,,,,,0,0,0,0,10,0
5843,,,11,Mathematics,Algebra,Probability,Independent Events,kglm962,Independency of Three or More Events,KG13608,,,,,,2,2,2,2,4,0
5844,,,11,Mathematics,Algebra,Probability,Bayes Theorem,kglm964,Partition of a Sample Space,KG13609,,,,,,0,0,0,0,5,0
5845,,,11,Mathematics,Algebra,Probability,Bayes Theorem,kglm964,Total Probability Theorem,KG13610,,,,,,1,4,1,1,4,2
5847,,,11,Mathematics,Algebra,Probability,Bayes Theorem,kglm964,Bayes' Theorem,KG13612,,,,,,0,0,0,0,7,2
5852,,,11,Mathematics,Algebra,Probability,Random Variables and its Probability Distributions,kglm966,Probability Distribution of a Random Variable,KG13617,,,,,,2,0,0,0,9,2
5853,,,11,Mathematics,Algebra,Probability,Random Variables and its Probability Distributions,kglm966,Random Variable,KG13618,,,,,,0,0,0,0,10,0
5854,,,11,Mathematics,Algebra,Probability,Random Variables and its Probability Distributions,kglm966,Mean/Expectation of a Random Variable,KG13619,,,,,,1,1,2,3,10,0
5855,,,11,Mathematics,Algebra,Probability,Random Variables and its Probability Distributions,kglm966,Variance of a Random Variable,KG13620,,,,,,4,3,1,0,5,0
5856,,,11,Mathematics,Algebra,Probability,Random Variables and its Probability Distributions,kglm966,Standard Deviation of a Random Variable,KG13621,,,,,,2,0,0,0,6,0
5857,,,11,Mathematics,Algebra,Probability,Bernoulli Trials and Binomial Distribution,kglm968,Bernoulli Trials,KG13622,,,,,,1,2,3,4,5,2
5858,,,11,Mathematics,Algebra,Probability,Bernoulli Trials and Binomial Distribution,kglm968,Binomial Probability Distribution,KG13623,,,,,,0,0,0,0,7,2
5859,,,11,Mathematics,Algebra,Probability,Bernoulli Trials and Binomial Distribution,kglm968,Mean in Binomial Probability Distribution,KG13624,,,,,,2,3,0,0,7,2
5860,,,11,Mathematics,Algebra,Probability,Bernoulli Trials and Binomial Distribution,kglm968,Variance in Binomial Probability Distribution,KG13625,,,,,,1,4,4,0,4,2
5861,,,11,Mathematics,Algebra,Probability,Bernoulli Trials and Binomial Distribution,kglm968,Standard Deviation in Binomial Probability Distribution,KG13626,,,,,,1,1,3,3,5,0
5872,,,11,Mathematics,Algebra,Mathematical Induction,The Principle of Mathematical Induction,kglm971,Inductive Reasoning (Mathematical Induction),KG13637,Principles of Mathematical Induction,,,,,2,1,2,0,4,0
5873,,,11,Mathematics,Algebra,Mathematical Induction,The Principle of Mathematical Induction,kglm971,Equivalence with the Well-ordering Principle,KG13638,,,,,,4,3,2,3,5,2
5874,,,11,Mathematics,Algebra,Mathematical Induction,The Principle of Mathematical Induction,kglm971,Inductive Reasoning Vs Deductive Reasoning,KG13639,Principles of Mathematical Induction,,,,,4,2,0,0,4,3
5875,,,11,Mathematics,Algebra,Mathematical Induction,The Principle of Mathematical Induction,kglm971,First Principle of Mathematical Induction,KG13640,First Principle of Mathematical Induction,,,,,0,0,0,0,8,3
5876,,,11,Mathematics,Algebra,Mathematical Induction,The Principle of Mathematical Induction,kglm971,Verification Step in Mathematical Induction,KG13641,First Principle of Mathematical Induction,,,,,4,3,0,0,8,3
5877,,,11,Mathematics,Algebra,Mathematical Induction,The Principle of Mathematical Induction,kglm971,Induction Step in Mathematical Induction,KG13642,First Principle of Mathematical Induction,,,,,4,1,2,2,9,2
5878,,,11,Mathematics,Algebra,Mathematical Induction,The Principle of Mathematical Induction,kglm971,Generalisation Step in Mathematical Induction,KG13643,First Principle of Mathematical Induction,,,,,2,1,4,3,6,2
5887,,,11,Mathematics,Trigonometry,Trigonometric Functions,Angles,kglm975,Angle,KG13652,Angle,,,,,4,4,1,1,9,4
5888,,,11,Mathematics,Trigonometry,Trigonometric Functions,Angles,kglm975,Quadrantal Angles,KG13653,Trigonometry,,,,,2,1,4,0,8,0
5889,,,11,Mathematics,Trigonometry,Trigonometric Functions,Angles,kglm975,Systems for Measurement of Angles,KG13654,Systems for Measurement of Angles,,,,,0,0,0,0,8,0
5890,,,11,Mathematics,Trigonometry,Trigonometric Functions,Angles,kglm975,Sexagesimal System for Measurement of Angles,KG13655,Systems for Measurement of Angles,,,,,0,0,0,0,6,0
5892,,,11,Mathematics,Trigonometry,Trigonometric Functions,Angles,kglm975,Circular System for Measurement of Angles,KG13657,Systems for Measurement of Angles,,,,,4,3,2,0,10,0
5893,,,11,Mathematics,Trigonometry,Trigonometric Functions,Angles,kglm975,"Relation between Radian, Degree and Grade",KG13658,,,,,,1,1,4,3,9,4
5894,,,11,Mathematics,Trigonometry,Trigonometric Functions,Angles,kglm975,Relation between Radian and Real Numbers,KG13659,,,,,,0,0,0,0,10,4
5895,,,11,Mathematics,Trigonometry,Trigonometric Functions,Angles,kglm975,Trigonometric Ratios for Right Angled Triangle,KG13660,Systems for Measurement of Angles,,,,,1,1,2,0,9,4
5896,,,11,Mathematics,Trigonometry,Trigonometric Functions,Angles,kglm975,Fundamental Trigonometric Identities for Acute Angles,KG13661,Trigonometric Ratios for Right Angled Triangle,,,,,1,0,0,0,8,2
5897,,,11,Mathematics,Trigonometry,Trigonometric Functions,Angles,kglm975,"Trigonometric Ratios for Some Basic Angles (0, 30, 45,..)",KG13662,Trigonometric Ratios for Right Angled Triangle,,,,,3,0,0,0,10,2
5898,,,11,Mathematics,Trigonometry,Trigonometric Functions,Introduction to Trigonometric Functions,kglm977,Trigonometric Functions,KG13663,Graph & Properties of Elementary Functions,,,,,1,2,1,0,10,2
5899,,,11,Mathematics,Trigonometry,Trigonometric Functions,Introduction to Trigonometric Functions,kglm977,Trigonometric Functions for Angle ? ? R,KG13664,Trigonometric Functions,,,,,0,0,0,0,4,4
5900,,,11,Mathematics,Trigonometry,Trigonometric Functions,Introduction to Trigonometric Functions,kglm977,Sign of the Trigonometric Functions in Different Quadrants,KG13665,Trigonometric Functions,,,,,4,2,2,0,9,4
5901,,,11,Mathematics,Trigonometry,Trigonometric Functions,Introduction to Trigonometric Functions,kglm977,"Domain, Range and Graph of Trigonometric Functions",KG13666,Trigonometric Functions,,,,,3,0,0,0,5,4
5902,,,11,Mathematics,Trigonometry,Trigonometric Functions,Introduction to Trigonometric Functions,kglm977,"Domain, Range and Graph of Sin(x)",KG13667,Trigonometric Functions,,,,,3,4,4,1,6,1
5903,,,11,Mathematics,Trigonometry,Trigonometric Functions,Introduction to Trigonometric Functions,kglm977,"Domain, Range and Graph of Cos(x)",KG13668,Trigonometric Functions,,,,,0,0,0,0,9,1
5904,,,11,Mathematics,Trigonometry,Trigonometric Functions,Introduction to Trigonometric Functions,kglm977,"Domain, Range and Graph of Tan(x)",KG13669,Trigonometric Functions,,,,,2,4,0,0,10,3
5905,,,11,Mathematics,Trigonometry,Trigonometric Functions,Introduction to Trigonometric Functions,kglm977,"Domain, Range and Graph of Cot(x)",KG13670,Trigonometric Functions,,,,,3,0,0,0,10,3
5906,,,11,Mathematics,Trigonometry,Trigonometric Functions,Introduction to Trigonometric Functions,kglm977,"Domain, Range and Graph of Sec(x)",KG13671,Trigonometric Functions,,,,,1,0,0,0,6,0
5907,,,11,Mathematics,Trigonometry,Trigonometric Functions,Introduction to Trigonometric Functions,kglm977,"Domain, Range and Graph of Cosec(x)",KG13672,Trigonometric Functions,,,,,0,0,0,0,10,0
5908,,,11,Mathematics,Trigonometry,Trigonometric Functions,Introduction to Trigonometric Functions,kglm977,Pythagorean Identities for Trigonometric Functions,KG13673,Trigonometric Functions,,,,,2,1,1,2,5,3
5909,,,11,Mathematics,Trigonometry,Trigonometric Functions,Introduction to Trigonometric Functions,kglm977,Trigonometric Identities Based on Periodicity,KG13674,Trigonometric Functions,,,,,2,0,0,0,9,3
5910,,,11,Mathematics,Trigonometry,Trigonometric Functions,Trigonometric Functions of Sum and Difference of Two Angles,kglm979,Trigonometric Functions of Allied Angles,KG13675,Trigonometric Functions of Allied Angles,,,,,0,0,0,0,7,1
5911,,,11,Mathematics,Trigonometry,Trigonometric Functions,Trigonometric Functions of Sum and Difference of Two Angles,kglm979,Trigonometric Functions of (-?),KG13676,Trigonometric Functions of Allied Angles,,,,,2,4,3,4,10,1
5912,,,11,Mathematics,Trigonometry,Trigonometric Functions,Trigonometric Functions of Sum and Difference of Two Angles,kglm979,Trigonometric Functions of (?-?),KG13677,Trigonometric Functions of Allied Angles,,,,,0,0,0,0,4,1
5913,,,11,Mathematics,Trigonometry,Trigonometric Functions,Trigonometric Functions of Sum and Difference of Two Angles,kglm979,Trigonometric Functions of (?/2-?),KG13678,Trigonometric Functions of Allied Angles,,,,,2,2,3,0,4,1
5914,,,11,Mathematics,Trigonometry,Trigonometric Functions,Trigonometric Functions of Sum and Difference of Two Angles,kglm979,Trigonometric Functions of (?/2+?),KG13679,Trigonometric Functions of Allied Angles,,,,,1,0,0,0,5,1
